created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title
2/16/2019 11:36,85,Garbage pick up,Pls note that the road is dumped with garbage near Akme Ballet. The street has many hawkers and cobbler(mochi) shack on the road. There is much litter but is is never cleaned up. Request you to get that done asap.,155,10.0,"Doddanekundi Main Rd, Doddanekkundi, Bengaluru, Karnataka 560037, India",Next to Akme ballet,12.9791046,77.6945023,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
2/14/2019 19:29,85,BEML Layout entrance from Varthur road.So horrible it is!!! That...,"BEML Layout entrance from Varthur road.So horrible it is!!! That apartment are not maintaining their waste and segregating also. .Always it is open it comes till the road.
couldn't cross sometimes it stinks due to poor management.",155,10.0,"17Th Cross Road, Beml Layout, Brookefield, Bengaluru, Karnataka, India",,12.9573715,77.7218905,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
9/19/2019 21:56,85,No water Supply,We have not received kaveri water from past 1 month.Request you to please check and do the needful.,182,2.0,"Doddanekundi, Bengaluru, Karnataka 560037, India","House No 3, Suprava Nivas, 1st A Main, 3rd B, 6th Cross, Gururaja Layout, Doddenakundi,",12.9720888,77.694364,Dodda Nekkundi,23,Water Supply and Services,Regular Water Supply,BWSSB
06-04-2019 13:51,85,Large heap of Garbage is found dumped in the corner of the street,Large heap of Garbage is found dumped in the corner of the street on a daily basis. Unhygienic conditions prevail and heard my neighbor is diagnosed with Dengue today. Urgent clearance is required and very urgent installation of Dust bin is required. Note that there is not a single dustbin available in and around 2 kms of this locality and BBMP garbage collection is only once or twice a week hardly.IMMEDIATE ATTENTION IS REQUESTED.,155,10.0,"7Th H Cross Road, Dodda Nekkundi Extension, Chinnapanna Halli, Bengaluru, Karnataka 560037, India",Srinivasa nilayam,12.97023,77.7044532,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
06-09-2020 17:11,85,AECS Layout main road had become very narrow dur to pipe digging...,AECS Layout main road had become very narrow dur to pipe digging making it very inconvenient to drive. par help and asphalt the roads.,62,10.0,"60 Feet Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.963912,77.7068755,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP
11/19/2019 18:53,85,Potholes on the way to hospital,Stretch of 1km is full of potholes and unauthorized 8-10 speed breakers. The road approach to hospital and so many school bus are using the roads. Patients and kids are suffering on daily basis. Please take action.,66,10.0,"37, 2Nd Main Rd, Maruthi Nagar, Chennappa Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Purva fountain Square to Jeevika hospital,12.96024423,77.704298,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
7/20/2019 0:23,85,Street Lights Not Working,Street Lights Not Working at Doddanekundi Flyover.,62,10.0,"Doddanekundi Flyover, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Doddanekundi Flyover,12.9798357,77.6945903,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
06-05-2019 09:52,85,Regular Power Cut for 2 to 3 Hours,"There is regular power cut in this area ,there is no outage listed on the website ,when ever you call 1912 they register a complain and fix the issue  in some hours.Why is there a regular power cut",33,1.0,"Unnamed Road, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India","Near Rama Temple Doddanekundi ,560037",12.9711305,77.6929097,Dodda Nekkundi,4,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM
03-03-2020 12:43,85,Yesterday and today tractor has been come and Dumping Constructio...,Yesterday and today tractor has been come and Dumping Construction debries next to our apaartment. If they put like this it will come above our wall.,155,10.0,"630, 1St Main Rd, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.9640578,77.7154597,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
7/30/2019 7:05,85,The man hole lid is broken and is an accident hazard. please fix...,The man hole lid is broken and is an accident hazard. please fix before anybody meets with an accident. this is just near to the shell petrol bunk on the service road near doddanekundi. picture. s attached,66,10.0,"Rainbow ChildrenS Hospital, Ferns City, Doddanekkundi, Marathahalli, Bengaluru, Karnataka, India",,12.9754132,77.6978502,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
08-01-2019 13:26,85,Parking unused car outside our house,"Car KA 51 ME 4988 has been parked outside our house for the last one year.  BWSSB work is going on in our road and thsi car is blocking school bus, garbage truck movement. GAIL gas connection need to be taken to our house, this car is causing problem, Could you please contact owner and move this out?.",84,5.0,"Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near Ragam SuperMarket,12.9650892,77.7130151,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP
11/20/2019 19:08,85,Deep pothholes in the people commuting roads,The roads on the way to Vibgyor school or near by kundalahalli signal is full of deep poth holes which makes hard for commuters to pass by that way.,66,10.0,"Vibgyor High School Rd, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",Sumadhura sandoval,12.9512451,77.7175305,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
06-05-2019 00:02,85,There is a huge dumping zone of garbage in front of SLS SQUARE Fr...,There is a huge dumping zone of garbage in front of SLS SQUARE Front gate road near to Kalyani Tech Park Kundalahalli. request you to please remove it.,155,10.0,"Sls Square Front Gate Road, Phase 2, Brookefield, Bengaluru, Karnataka, India",,12.971328,77.7171569,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
2/18/2019 8:20,85,There is poles lying at the corner and debris too of the earlier hoarding,There r debris and poles lying around the corner of the earlier hoardings there no path to walk too,32,10.0,"Varthur Rd, Near Marathahalli Flyover, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",At the corner of purva fountain square,12.9584823,77.7056738,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Illegal Posters And Hoardings,BBMP
3/17/2019 14:00,85,Shiva temple road is full of dust and garbage.Please consider thi...,Shiva temple road is full of dust and garbage.Please consider this as priority in Doddanekundi,66,10.0,"Doddanekkundi, Bengaluru, Karnataka, India",,12.9771994,77.7018941,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
2/19/2021 9:06,85,Extreme persitent noise from workshop,"One of my neighbors has a sculpting business and he works loudly with various materials, like metal, loudly banging or hammering at different times of the day. The noise is quite loud and peristent. With most people studying/ working online it is an added stress to have this kind of disturbance, not to mention  for regular day to day living also. Please look into this and help!!",46,7.0,"#85/10, 8Th Main Rd, Vinayaka Layout, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Near Kidzee,12.9725178,77.7029069,Dodda Nekkundi,11,Pollution,Noise Pollution,KSPCB
06-04-2019 14:36,85,Clearance of dry and wet garbage,Muncipality people are not coming to take waste regularly because of which all are dumping their waste like this in few open places due to which lot of smell is coming in the nearby houses and diseases have started spreading for local people nearby. Please try to solve this issues at the earliest in order to avoid further damage to the localites...,155,10.0,"7Th H Cross Road, Dodda Nekkundi Extension, Chinnapanna Halli, Bengaluru, Karnataka 560037, India",Near mother Mary convent school,12.97023,77.7044532,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
6/19/2021 9:51,85,Dog menace in AECS A block 6th cross Srinivas Reddy layout,There are around 15-20 dogs in the area. They bark and chase the people walking on road. Very fearful situation. Need immediate help to take care of stray dogs.,77,10.0,"Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Srinivas Reddy layout,12.9650892,77.7130151,Dodda Nekkundi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP
10/25/2019 16:32,85,"Vibgyor school road, next to Shriram samriddhi apartments is fill...","Vibgyor school road, next to Shriram samriddhi apartments is filled with huge potholes. The entire IT stretch is located here and is the main connectivity from the outer ring road. This needs an immediate fix or major accident can happen here.",66,10.0,"Shriram Samruddhi Apartments, Varthur Road, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka, India",,12.9549709,77.717209,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
9/17/2019 20:44,85,Pothole near Thubrahalli bus stop from last 3 months but no one i...,"Pothole near Thubrahalli bus stop from last 3 months but no one is ready to fix that, someone tried recently with loose stones and is scattered around the main road causing difficulty and accident prone for bikers. Death is not only saved by traffic rules but also by proving good roads.",66,10.0,"Thubarahalli, Varthur Road, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka, India",,12.9558327,77.7209268,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
11/24/2019 21:51,85,Urgent need of proper asphalt road!,"The present road condition is pathetic, fair enough to not call it a road. The situation becomes terrible during rainy days. This road has become a primary route for many travellers which needs urgent attention. Please consider building a proper asphalt road in this area. This is the only parallel entry for sai baba temple road, the other road via Kundalahalli gate is a one-way.",352,10.0,"Q-011, Shriram Samruddhi Apartments, Varthur Rd, Thubarahalli, Bengaluru, Karnataka 560066, India",Vibgyor School Road Munnekolala,12.95500674,77.71735487,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP
07-05-2019 21:55,85,No street lamp working from last 2 weeks,Street Lamp is not working from past 2~3 weeks on the road to Brigade Lakefront from Metro station (next to Arratt apartment),62,10.0,"5A, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048, India","Arratt Apartment road, Graphite India junction",12.97890956,77.70997951,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP
7/21/2021 7:17,85,"Water wastage - pipe broken . Every time there is water supply, w...","Water wastage - pipe broken . Every time there is water supply, water is being wasted!",231,2.0,"663, 1St Main Road, Kundalhalli, Bengaluru Urban, In, India",,12.96312388,77.71054569,Dodda Nekkundi,203,Water Supply,Reduce water leakage and wastage,BWSSB
11-05-2019 15:40,85,Water collecting in huge potholes in Vibgyor high school road,"Huge potholes and really bad condition, cabs refuse to cross the road.",66,10.0,"Vibgyor High School Rd, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, India",Thubrahalli Road,12.9512451,77.7175305,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
7/22/2021 11:55,85,Worst road condition and not able to travel from one end to anoth...,Worst road condition and not able to travel from one end to another end,56,10.0,"37/b, Ferns Paradise, Doddanekkundi, Bengaluru, Karnataka 560048, India",,12.9789284,77.7059373,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP
11/14/2019 19:53,85,Provided hump not as per standard,Two humps are provided opposite to alpine apartment not as per the standard. Please remove.,66,10.0,"Outer Ring Rd - Whitefield Rd Bypass, Ferns City, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560048, India",Alpine apartment,12.97252539,77.70045511,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
01-01-2021 13:02,85,Debris on footpath,Debris on footpath,713,10.0,"157, 8Th Main Rd, Beml Layout, Brookefield, Bengaluru, Karnataka 560066, India",,12.960547,77.7170673,Dodda Nekkundi,708,Yellow Spot,Report Garbage or Debris on Footpath,BBMP
11-03-2019 00:58,85,Complaint to address the woefully damaged road conditions in our locality,"The present status of the Vibgyor high school road condition is totally unacceptable with the roads full of pot holes and sub-standard construction material. 

A flash flood or an untimely rain is reason enough to expose the disheartening situation.

The worst to suffer are the local commuters. Since the concerned roads remain busy practically the whole day, buses and cars running on them invariable get stuck in traffic jam.

This is for your kind information and necessary action.

Thanking you",66,10.0,"70, Vibgyor High School Rd, Silver Springs Layout, Brookefield, Bengaluru, Karnataka 560066, India",Gayatri ocean blue building,12.9545988,77.71739122,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
5/13/2020 3:59,85,"There are a lot of mosquitoes in 3rd A Cross Road, Gururaj Layout...","There are a lot of mosquitoes in 3rd A Cross Road, Gururaj Layout, Doddanekundi. Not sure it is because of any drainage water or due to water logging in some buildings. As there some new born babies are staying it requires immediate action and fogging.",78,10.0,"3Rd A Cross Road, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka, India",,12.9694037,77.6912188,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Fogging (Mosquito Menace) Or Pest Control,BBMP
4/29/2022 22:26,85,Kundanahalli underpass work drags on and makes it impossible to breathe the air,The work on the underpass is important but it needs to be handled more professionally. The dust problem is huge and it is not a matter of a few days. This has been dragging on for a very long time and the dust problem has become too much. Requesting the authorities to please fix the dust problem at the earliest.,44,7.0,"Varthur Rd, Beml Layout, Brookefield, Bengaluru, Karnataka 560066, India",Kundanahalli gate,12.955926,77.715669,Dodda Nekkundi,11,Pollution,Air Pollution,KSPCB
3/17/2020 17:13,85,Water stagnation at the road,Water stagnation at the end of the 2nd Main road of E-Block which makes it difficult to walk since there is no road left. Requesting to please check the place and do the needful.,66,10.0,"1557, 2Nd Main Rd, E Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near BEML bus stop,12.96235153,77.71588268,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
9/25/2019 9:49,85,One side road is completely gone in front of alpine eco Apartment...,One side road is completely gone in front of alpine eco Apartment doddanekundi,66,10.0,"Alpine Eco Apartments, Ferns City, Doddanekundi, Krishnarajapura, Bengaluru, Karnataka, India",,12.9732773,77.7007715,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
3/18/2019 9:13,85,Silt and garbage on the road since 15 days,Silt and garbage on the road since 15 days,155,10.0,"Immanuel Community Church F1, Petra Harmony Petra Harmony, 39, 60 Feet Rd, Vaikuntam Layout, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",,12.9578457,77.7144283,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP
9/18/2020 4:19,85,Street lights not working,Street lights not working on Marathalli Outer ring road from Kadubusanehalli Under pass to Marathalli Underpass.,471,10.0,"Marathahalli Outer Ring Rd, Anand Nagar, Aswath Nagar, Bengaluru, Karnataka 560037, India",Marathalli Outer Ring Road,12.9633287,77.7019164,Dodda Nekkundi,470,Street lighting,Installation/Maintenance Of Streetlight Timer,BBMP
05-03-2022 16:23,85,Foothpath illegal encroachments by unlicensed selling of harmful...,Foothpath illegal encroachments by unlicensed selling of harmful low grade cancer causing plastic items and mobile items,723,5.0,"60 Feet Road, Aecs Layout - D Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",,12.9605584,77.71375,Dodda Nekkundi,21,Traffic and Road Safety,Encroachment of cycle lane,BTP
11/16/2019 17:59,85,Pot hole.,"Lot of pot near village super market, Spice garden .",66,10.0,"Spice Garden, Varthur Rd, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Opposite Village super market,12.95666463,77.70897649,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP
8/20/2019 19:28,85,Full of potholes and waterlogged road. rains are making it diffic...,Full of potholes and waterlogged road. rains are making it difficult to drive. pls help,67,10.0,"Orbis Restaurant Brookefield, B Block, Aecs Layout, Brookefield, Bengaluru, Karnataka, India",,12.9649175,77.7172678,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP
04-05-2020 10:33,85,Garbage thrown in front of house regularly,We are facing an issue of cat litter being dumped in front of our house by the neighbors No. 447 apt # 301. She is not ready to dispose the garbage in the correct way and dumps it in front of the house.,444,10.0,"448, Beml Layout Main Rd, Tigalarpalya, Brookefield, Bengaluru, Karnataka 560066, India",Near blossom school,12.9596604,77.7220146,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Garbage Dumping In Vacant Lot/Land,BBMP
1/17/2020 7:25,85,Street lights issue,"Sir/madam, in our street the lights are not working and i am trying to call and complaint on the numbers that i found on google but none of them are answering. Its been more 10 days and lights are not working, the roads are so dark its being very hard to walk, especially kids. Recently, the bike rider fell as he couldn't see a black dog sleeping on the road. This has become very painful. 

Request the concern department to look into this issue and fix the street lights at the earliest and do the needful.

Regards,
Vinay",62,10.0,"1St A Cross Rd, Hanuma Reddy Layout, Chinnapanna Halli, Bengaluru, Karnataka 560037, India",Near Om shakti temple 1st A cross,12.9675283,77.7033057,Dodda Nekkundi,470,Street lighting,Maintenance/Repair Of Streetlights,BBMP
