id,image_path,description,category_title,civic_agency_title
25,http://mapunitygroups.com//uploads/tmp/1471875861-2005-3446/thumb_IMG_9756_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
26,http://mapunitygroups.com//uploads/tmp/1471875953-2005-1592/thumb_IMG_9757_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
27,http://mapunitygroups.com//uploads/tmp/1471876246-2005-5914/thumb_IMG_9758_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
28,http://mapunitygroups.com//uploads/tmp/1471876408-2005-2360/thumb_IMG_9760_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
29,http://mapunitygroups.com//uploads/tmp/1471876515-2005-2140/thumb_IMG_9761_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
30,http://mapunitygroups.com//uploads/tmp/1471876591-2005-4410/thumb_IMG_9762_1024.jpg,Gets cleared daily but comes back,,
31,http://mapunitygroups.com//uploads/tmp/1471876716-2005-9522/thumb_IMG_9764_1024.jpg,Gets cleared daily but comes back,,
32,http://mapunitygroups.com//uploads/tmp/1471876784-2005-9622/thumb_IMG_9765_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here, Garbage is burnt here regularly",,
33,http://mapunitygroups.com//uploads/tmp/1471876860-2005-2778/thumb_IMG_9766_1024.jpg,"Gets cleared daily but comes back, BBMP/ sweepers dump waste here",,
34,http://mapunitygroups.com//uploads/tmp/1471927204-2005-4845/Image_of_the_blackspot.jpg,This Is A Ward Boundary Area,,
35,http://mapunitygroups.com//uploads/tmp/1471934826-2005-8116/IMG_20160807_073628.jpg,Gets cleared but comes back,,
36,http://mapunitygroups.com//uploads/tmp/1475770957-2676-9408/WhatsApp_Image_2016-10-06_at_9.13.47_PM.jpeg,This is cleared/fixed,,
37,http://mapunitygroups.com//uploads/tmp/1471935170-2005-4789/IMG_20160807_074033.jpg,Gets cleared but comes back,,
38,http://mapunitygroups.com//uploads/tmp/1471935361-2005-3586/IMG_20160807_074332.jpg,Gets cleared but comes back,,
39,http://mapunitygroups.com//uploads/tmp/1475770726-32115-2278/WhatsApp_Image_2016-10-06_at_9.14.42_PM.jpeg,This is cleared/fixed,,
40,http://mapunitygroups.com//uploads/tmp/1471960043-2005-5241/Screenshot_20160807-130156_2.png,Gets cleared but comes back,,
41,http://mapunitygroups.com//uploads/tmp/1471960248-2005-3517/IMG_20160807_162907.jpg,Gets cleared but comes back,,
42,http://mapunitygroups.com//uploads/tmp/1471960532-2005-3706/IMG_20160807_163240.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
43,http://mapunitygroups.com//uploads/tmp/1471960878-2005-8633/IMG_20160807_164828.jpg,Gets cleared but comes back,,
44,http://mapunitygroups.com//uploads/tmp/1471961180-2005-3890/IMG_20160807_170609.jpg,Gets cleared but comes back,,
45,http://mapunitygroups.com//uploads/tmp/1471962979-2005-7086/IMG_20160807_175947.jpg,Gets cleared but comes back,,
46,http://mapunitygroups.com//uploads/tmp/1471963176-2005-2354/Untitled.png,Gets cleared but comes back,,
47,http://mapunitygroups.com//uploads/tmp/1471963298-2005-8520/Untitled1.png,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
48,http://mapunitygroups.com//uploads/tmp/1471963489-2005-2632/IMG_20160809_074633399.jpg,Gets cleared but comes back,,
49,http://mapunitygroups.com//uploads/tmp/1475942492-8252-8410/BLANK.jpeg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly",,
50,http://mapunitygroups.com//uploads/tmp/1475942562-8252-4420/BLANK.jpeg,Gets cleared but comes back,,
51,http://mapunitygroups.com//uploads/tmp/1475942591-8252-7569/BLANK.jpeg,It's a lorry transfer point,,
52,http://mapunitygroups.com//uploads/tmp/1475942615-8252-7989/BLANK.jpeg,It's a lorry transfer point,,
53,http://mapunitygroups.com//uploads/tmp/1472703301-7372-2422/1472703188606.jpg,"BBMP/ sweepers dump waste here, Bin present, people still dump outside, BBMP auto/pushcart is parked here",,
54,http://mapunitygroups.com//uploads/tmp/1472703761-7372-6943/1472703704097.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Bin present, people still dump outside, BBMP auto/pushcart is parked here",,
55,http://mapunitygroups.com//uploads/tmp/1472727619-7372-2495/1472727541027.jpg,Never gets cleared,,
56,http://mapunitygroups.com//uploads/tmp/1472729863-7372-2676/1472729821970.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
57,http://mapunitygroups.com//uploads/tmp/1472744137-7372-3314/1472744083383.jpg,Gets cleared but comes back,,
58,http://mapunitygroups.com//uploads/tmp/1472788469-7372-4981/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
59,http://mapunitygroups.com//uploads/tmp/1472793763-7372-0317/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
60,http://mapunitygroups.com//uploads/tmp/1472793952-7372-7867/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
61,http://mapunitygroups.com//uploads/tmp/1472794374-7372-0408/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
62,http://mapunitygroups.com//uploads/tmp/1472794376-7372-7994/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
63,http://mapunitygroups.com//uploads/tmp/1472794679-7372-1533/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
64,http://mapunitygroups.com//uploads/tmp/1472794808-7372-2835/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
65,http://mapunitygroups.com//uploads/tmp/1472794952-7372-4575/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
66,http://mapunitygroups.com//uploads/tmp/1472795084-7372-8925/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
67,http://mapunitygroups.com//uploads/tmp/1473146565-3718-5777/IMG_20160906_073727834.jpg,Gets cleared but comes back,,
68,http://mapunitygroups.com//uploads/tmp/1472795178-7372-3811/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
69,http://mapunitygroups.com//uploads/tmp/1472795401-7372-2954/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
70,http://mapunitygroups.com//uploads/tmp/1472795496-7372-9358/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,,
71,http://mapunitygroups.com//uploads/tmp/1472820773-7372-7513/mapunity_1472820768999,"BBMP/ sweepers dump waste here, This is mainly leaf litter",,
72,http://mapunitygroups.com//uploads/tmp/1472979418-7372-4709/1472979276357.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Garbage is burnt here regularly, This is a ward boundary area, BBMP auto/pushcart is parked here",,
73,http://mapunitygroups.com//uploads/tmp/1472979673-7372-0612/1472979524312.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly",,
74,http://mapunitygroups.com//uploads/tmp/1472979852-7372-1666/1472979738601.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
75,http://mapunitygroups.com//uploads/tmp/1472980038-7372-7895/1472979918730.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",,
76,http://mapunitygroups.com//uploads/tmp/1475911277-25182-6691/Image1.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",,
77,http://mapunitygroups.com//uploads/tmp/1475912351-8252-4295/Image2.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",,
78,http://mapunitygroups.com//uploads/tmp/1473137292-3718-8296/1473137175241.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
79,http://mapunitygroups.com//uploads/tmp/1473137452-3718-5491/1473137354723.jpg,Gets cleared but comes back,,
80,http://mapunitygroups.com//uploads/tmp/1473137580-3718-8669/1473137500039.jpg,Gets cleared but comes back,,
81,http://mapunitygroups.com//uploads/tmp/1473137817-3718-5701/1473137666878.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, Bin present, people still dump outside, This is a ward boundary area",,
82,http://mapunitygroups.com//uploads/tmp/1473137971-3718-8534/1473137921204.jpg,"Gets cleared but comes back, This is a ward boundary area",,
83,http://mapunitygroups.com//uploads/tmp/1473138110-3718-9537/1473138043465.jpg,"Gets cleared but comes back, This is a ward boundary area",,
84,http://mapunitygroups.com//uploads/tmp/1473138204-3718-7947/1473138149969.jpg,"Gets cleared but comes back, This is a ward boundary area",,
85,http://mapunitygroups.com//uploads/tmp/1473138323-3718-0390/1473138260313.jpg,"Gets cleared but comes back, This is a ward boundary area",,
86,http://mapunitygroups.com//uploads/tmp/1473138455-526-2246/1473138400345.jpg,"Gets cleared but comes back, This is a ward boundary area",,
87,http://mapunitygroups.com//uploads/tmp/1473138568-3718-7623/1473138515009.jpg,"Gets cleared but comes back, This is a ward boundary area",,
88,http://mapunitygroups.com//uploads/tmp/1473138674-3718-4989/1473138608889.jpg,"Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area",,
89,http://mapunitygroups.com//uploads/tmp/1473138778-3718-8135/1473138720217.jpg,"Gets cleared but comes back, This is a ward boundary area",,
90,http://mapunitygroups.com//uploads/tmp/1473140035-3718-3245/1473139967395.jpg,Gets cleared but comes back,,
91,http://mapunitygroups.com//uploads/tmp/1473140157-3718-7272/1473140101426.jpg,Gets cleared but comes back,,
92,http://mapunitygroups.com//uploads/tmp/1473140268-3718-1249/1473140217651.jpg,Gets cleared but comes back,,
93,http://mapunitygroups.com//uploads/tmp/1473140521-2651-5408/1473140454089.jpg,Gets cleared but comes back,,
94,http://mapunitygroups.com//uploads/tmp/1473140614-3718-8513/1473140554332.jpg,Gets cleared but comes back,,
95,http://mapunitygroups.com//uploads/tmp/1473140735-3718-9727/1473140667350.jpg,Gets cleared but comes back,,
96,http://mapunitygroups.com//uploads/tmp/1473140846-3718-9709/1473140782783.jpg,Gets cleared but comes back,,
97,http://mapunitygroups.com//uploads/tmp/1473146443-3718-1439/IMG_20160906_074603455.jpg,Gets cleared but comes back,,
98,http://mapunitygroups.com//uploads/tmp/1473141146-3718-0509/1473141070426.jpg,Gets cleared but comes back,,
99,http://mapunitygroups.com//uploads/tmp/1473141274-3718-4670/1473141213294.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
100,http://mapunitygroups.com//uploads/tmp/1473141816-3718-8532/1473141768990.jpg,Gets cleared but comes back,,
101,http://mapunitygroups.com//uploads/tmp/1473141920-3718-5933/1473141876136.jpg,Gets cleared but comes back,,
102,http://mapunitygroups.com//uploads/tmp/1473142008-3718-1966/1473141972491.jpg,Gets cleared but comes back,,
103,http://mapunitygroups.com//uploads/tmp/1473142107-3718-1861/1473142072308.jpg,Gets cleared but comes back,,
104,http://mapunitygroups.com//uploads/tmp/1473142178-3718-4782/1473142146382.jpg,Gets cleared but comes back,,
105,http://mapunitygroups.com//uploads/tmp/1473142267-3718-7934/1473142232643.jpg,Gets cleared but comes back,,
106,http://mapunitygroups.com//uploads/tmp/1473142363-3718-0384/1473142333610.jpg,This is mainly leaf litter,,
107,http://mapunitygroups.com//uploads/tmp/1473142444-3718-1272/1473142404647.jpg,Gets cleared but comes back,,
108,http://mapunitygroups.com//uploads/tmp/1473142513-3718-6273/1473142479812.jpg,Gets cleared but comes back,,
109,http://mapunitygroups.com//uploads/tmp/1473148635-3718-1781/1473148578507.jpg,"Gets cleared but comes back, This is a ward boundary area",,
110,http://mapunitygroups.com//uploads/tmp/1473148771-3718-6576/1473148686217.jpg,"Gets cleared but comes back, This is a ward boundary area",,
111,http://mapunitygroups.com//uploads/tmp/1473148842-3718-8163/1473148801178.jpg,"Gets cleared but comes back, This is a ward boundary area",,
112,http://mapunitygroups.com//uploads/tmp/1473148940-10644-1075/1473148896769.jpg,"Gets cleared but comes back, This is a ward boundary area",,
113,http://mapunitygroups.com//uploads/tmp/1473149043-3718-0808/1473148995639.jpg,"Gets cleared but comes back, This is a ward boundary area",,
114,http://mapunitygroups.com//uploads/tmp/1473149137-3718-2996/1473149088553.jpg,"Gets cleared but comes back, This is a ward boundary area",,
115,http://mapunitygroups.com//uploads/tmp/1473149226-10644-2241/1473149174310.jpg,"Gets cleared but comes back, This is a ward boundary area, BBMP auto/pushcart is parked here",,
116,http://mapunitygroups.com//uploads/tmp/1473228472-3718-2594/1473228376664.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly",,
117,http://mapunitygroups.com//uploads/tmp/1473228586-3718-7191/1473228514034.jpg,Gets cleared but comes back,,
118,http://mapunitygroups.com//uploads/tmp/1473228703-3718-5467/1473228631583.jpg,"Gets cleared but comes back, This is mainly leaf litter",,
119,http://mapunitygroups.com//uploads/tmp/1473228816-3718-3434/1473228732519.jpg,BBMP/ sweepers dump waste here,,
120,http://mapunitygroups.com//uploads/tmp/1473228906-3718-5651/1473228844238.jpg,Gets cleared but comes back,,
121,http://mapunitygroups.com//uploads/tmp/1473229049-3718-9257/1473228947313.jpg,Gets cleared but comes back,,
122,http://mapunitygroups.com//uploads/tmp/1473229492-3718-9775/1473229435154.jpg,Gets cleared but comes back,,
123,http://mapunitygroups.com//uploads/tmp/1473229555-3718-0873/1473229509207.jpg,Gets cleared but comes back,,
124,http://mapunitygroups.com//uploads/tmp/1473229617-3718-3994/1473229573903.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
125,http://mapunitygroups.com//uploads/tmp/1473229717-3718-4126/1473229661495.jpg,Gets cleared but comes back,,
126,http://mapunitygroups.com//uploads/tmp/1473229939-3718-8141/1473229877365.jpg,Gets cleared but comes back,,
127,http://mapunitygroups.com//uploads/tmp/1473230051-3718-2766/1473230000352.jpg,Gets cleared but comes back,,
128,http://mapunitygroups.com//uploads/tmp/1473231324-3718-3096/1473231243416.jpg,Gets cleared but comes back,,
129,http://mapunitygroups.com//uploads/tmp/1473231380-3718-0289/1473231338292.jpg,Never gets cleared,,
130,http://mapunitygroups.com//uploads/tmp/1473231497-3718-3786/1473231451610.jpg,Gets cleared but comes back,,
131,http://mapunitygroups.com//uploads/tmp/1473231571-3718-9784/1473231523074.jpg,Gets cleared but comes back,,
132,http://mapunitygroups.com//uploads/tmp/1473231636-3718-3419/1473231591347.jpg,Gets cleared but comes back,,
133,http://mapunitygroups.com//uploads/tmp/1473231960-3718-8841/1473231915569.jpg,Gets cleared but comes back,,
134,http://mapunitygroups.com//uploads/tmp/1473232099-3718-1336/1473232041354.jpg,Gets cleared but comes back,,
135,http://mapunitygroups.com//uploads/tmp/1473232170-3718-9337/1473232116897.jpg,Gets cleared but comes back,,
136,http://mapunitygroups.com//uploads/tmp/1473232272-3718-5030/1473232209451.jpg,Gets cleared but comes back,,
137,http://mapunitygroups.com//uploads/tmp/1473232375-3718-5464/1473232311839.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, BBMP auto/pushcart is parked here",,
138,http://mapunitygroups.com//uploads/tmp/1473232484-3718-9943/1473232410021.jpg,Gets cleared but comes back,,
139,http://mapunitygroups.com//uploads/tmp/1473232618-3718-0270/1473232564195.jpg,"Gets cleared but comes back, Garbage is burnt here regularly",,
140,http://mapunitygroups.com//uploads/tmp/1473232848-3718-7833/1473232786054.jpg,Gets cleared but comes back,,
141,http://mapunitygroups.com//uploads/tmp/1473233812-3718-1753/1473233731474.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area",,
142,http://mapunitygroups.com//uploads/tmp/1473233910-3718-2506/1473233850860.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",,
143,http://mapunitygroups.com//uploads/tmp/1473234011-629-0400/1473233971685.jpg,Gets cleared but comes back,,
144,http://mapunitygroups.com//uploads/tmp/1473234116-3718-5810/1473234065328.jpg,Gets cleared but comes back,,
145,http://mapunitygroups.com//uploads/tmp/1473234242-3718-7567/1473234179387.jpg,This is mainly leaf litter,,
146,http://mapunitygroups.com//uploads/tmp/1473234333-3718-2618/1473234280557.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
147,http://mapunitygroups.com//uploads/tmp/1473234451-3718-1574/1473234408225.jpg,"Gets cleared but comes back, This is a ward boundary area",,
148,http://mapunitygroups.com//uploads/tmp/1473234530-3718-0888/1473234484325.jpg,Gets cleared but comes back,,
149,http://mapunitygroups.com//uploads/tmp/1473234665-3718-1239/1473234592522.jpg,Gets cleared but comes back,,
150,http://mapunitygroups.com//uploads/tmp/1473234805-3718-9991/1473234762103.jpg,Gets cleared but comes back,,
151,http://mapunitygroups.com//uploads/tmp/1473234871-3718-7496/1473234820513.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
152,http://mapunitygroups.com//uploads/tmp/1473234955-3718-7805/1473234910999.jpg,Gets cleared but comes back,,
153,http://mapunitygroups.com//uploads/tmp/1473235057-3718-4926/1473234986387.jpg,Gets cleared but comes back,,
154,http://mapunitygroups.com//uploads/tmp/1473314398-20182-7549/1473314318004.jpg,"Gets cleared but comes back, This is mainly leaf litter",,
155,http://mapunitygroups.com//uploads/tmp/1475769705-8012-2289/28678905-a2bf-44aa-8132-d760fb8f697c.jpg,Gets cleared but comes back,,
156,http://mapunitygroups.com//uploads/tmp/1475916212-29591-5048/BLANK.jpeg,Gets cleared but comes back,,
157,http://mapunitygroups.com//uploads/tmp/1475916262-8252-5214/BLANK.jpeg,"Gets cleared but comes back, Bin present, people still dump outside",,
158,http://mapunitygroups.com//uploads/tmp/1473312726-2556-6525/1473312636063.jpg,Garbage is burnt here regularly,,
159,http://mapunitygroups.com//uploads/tmp/1473312850-20182-2295/1473312799331.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
160,http://mapunitygroups.com//uploads/tmp/1473313003-20182-8100/1473312948675.jpg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly, This is a ward boundary area",,
161,http://mapunitygroups.com//uploads/tmp/1473318162-6894-8281/1473317994286.jpg,"Garbage is burnt here regularly, This is a ward boundary area",,
162,http://mapunitygroups.com//uploads/tmp/1473336791-6894-9574/1473336714628.jpg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly, This is a ward boundary area",,
163,http://mapunitygroups.com//uploads/tmp/1473336948-23725-0550/1473336891122.jpg,This is a ward boundary area,,
164,http://mapunitygroups.com//uploads/tmp/1473337060-6894-0676/1473337019289.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
165,http://mapunitygroups.com//uploads/tmp/1473348006-700-7882/1473347922231.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
166,http://mapunitygroups.com//uploads/tmp/1473348105-700-6916/1473348029831.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, This is mainly leaf litter",,
167,http://mapunitygroups.com//uploads/tmp/1473348290-700-4625/1473348226393.jpg,Gets cleared but comes back,,
168,http://mapunitygroups.com//uploads/tmp/1473348431-700-3136/1473348373091.jpg,Gets cleared but comes back,,
169,http://mapunitygroups.com//uploads/tmp/1473406041-700-1794/BTMphoto.jpg,Gets cleared but comes back,,
170,http://mapunitygroups.com//uploads/tmp/1473388733-700-8249/1473388613807.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
171,http://mapunitygroups.com//uploads/tmp/1473388879-700-2705/1473388803009.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",,
172,http://mapunitygroups.com//uploads/tmp/1473418070-700-8392/mapunity_1473417929459,Gets cleared but comes back,,
173,http://mapunitygroups.com//uploads/tmp/1473420301-700-8691/IMG_20160908_064235549_HDR.jpg,"Gets cleared but comes back, This is a ward boundary area",,
174,http://mapunitygroups.com//uploads/tmp/1473420716-700-5129/Untitled.png,This is a ward boundary area,,
175,http://mapunitygroups.com//uploads/tmp/1473420945-1644-5767/IMG_20160908_064535711.jpg,"It's a lorry transfer point, This is a ward boundary area, BBMP auto/pushcart is parked here",,
176,http://mapunitygroups.com//uploads/tmp/1473421750-700-9716/IMG_20160908_065727951_HDR.jpg,"Gets cleared but comes back, This is a ward boundary area",,
177,http://mapunitygroups.com//uploads/tmp/1473421913-700-9922/IMG_20160908_065805468.jpg,"Gets cleared but comes back, This is a ward boundary area",,
178,http://mapunitygroups.com//uploads/tmp/1473422162-700-5179/IMG_20160908_070137827.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
179,http://mapunitygroups.com//uploads/tmp/1473422291-700-9215/IMG_20160908_065851526.jpg,"Gets cleared but comes back, This is a ward boundary area",,
180,http://mapunitygroups.com//uploads/tmp/1473423501-700-5275/IMG_20160908_070757528.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
181,http://mapunitygroups.com//uploads/tmp/1473423663-700-7045/IMG_20160908_070920440.jpg,Gets cleared but comes back,,
182,http://mapunitygroups.com//uploads/tmp/1473423825-700-1704/IMG_20160908_073445293.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",,
183,http://mapunitygroups.com//uploads/tmp/1473435839-700-1740/1473435797892.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
184,http://mapunitygroups.com//uploads/tmp/1475918683-8252-5021/Image3.jpg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly",,
185,http://mapunitygroups.com//uploads/tmp/1473479893-700-4434/mapunity_1473479841774,Gets cleared but comes back,,
186,http://mapunitygroups.com//uploads/tmp/1473480105-700-9436/1473480052828.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
187,http://mapunitygroups.com//uploads/tmp/1473493789-700-2074/1473493657155.jpg,Garbage is burnt here regularly,,
188,http://mapunitygroups.com//uploads/tmp/1473495301-700-9021/1473495221774.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area",,
189,http://mapunitygroups.com//uploads/tmp/1473496088-700-1777/CpkceRbUAAAd9EH.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly",,
190,http://mapunitygroups.com//uploads/tmp/1473503411-700-7638/1473503333455.jpg,"Gets cleared but comes back, This is a ward boundary area",,
191,http://mapunitygroups.com//uploads/tmp/1473560675-2259-4644/IMG_20160911_074922.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
192,http://mapunitygroups.com//uploads/tmp/1473560952-2259-3891/mapunity_1473560852440,"BBMP/ sweepers dump waste here, Gets cleared but comes back",,
193,http://mapunitygroups.com//uploads/tmp/1473599218-2259-6216/mapunity_1473599205172,"Gets cleared but comes back, Garbage is burnt here regularly",,
194,http://mapunitygroups.com//uploads/tmp/1473601156-2259-0656/Image_of_the_blackspot__.jpg,"Bbmp/ Sweepers Dump Waste Here, Gets Cleared But Comes Back, Garbage Is Burnt Here Regularly",,
195,http://mapunitygroups.com//uploads/tmp/1473601302-2259-9017/Image_of_the_blackspot__.jpg,Gets Cleared But Comes Back,,
196,http://mapunitygroups.com//uploads/tmp/1473601623-2259-0646/Image_of_the_blackspot__.jpg,"It's A Lorry Transfer Point, Bbmp/ Sweepers Dump Waste Here, This Is A Ward Boundary Area, Bbmp Auto/Pushcart Is Parked Here",,
197,http://mapunitygroups.com//uploads/tmp/1473601910-2259-2825/Image_of_the_blackspot__.jpg,"Gets Cleared But Comes Back, This Is A Ward Boundary Area",,
198,http://mapunitygroups.com//uploads/tmp/1473602102-2259-5791/Image_of_the_blackspot__.jpg,Gets Cleared But Comes Back,,
199,http://mapunitygroups.com//uploads/tmp/1473602215-2259-1667/Image_of_the_blackspot__.jpg,Gets Cleared But Comes Back,,
