id,image_path,description,category_title,civic_agency_title
36,http://mapunitygroups.com//uploads/tmp/1475770957-2676-9408/WhatsApp_Image_2016-10-06_at_9.13.47_PM.jpeg,This is cleared/fixed,Garbage and Unsanitary Practices,BBMP
37,http://mapunitygroups.com//uploads/tmp/1471935170-2005-4789/IMG_20160807_074033.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
38,http://mapunitygroups.com//uploads/tmp/1471935361-2005-3586/IMG_20160807_074332.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
39,http://mapunitygroups.com//uploads/tmp/1475770726-32115-2278/WhatsApp_Image_2016-10-06_at_9.14.42_PM.jpeg,This is cleared/fixed,Garbage and Unsanitary Practices,BBMP
40,http://mapunitygroups.com//uploads/tmp/1471960043-2005-5241/Screenshot_20160807-130156_2.png,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
41,http://mapunitygroups.com//uploads/tmp/1471960248-2005-3517/IMG_20160807_162907.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
42,http://mapunitygroups.com//uploads/tmp/1471960532-2005-3706/IMG_20160807_163240.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
43,http://mapunitygroups.com//uploads/tmp/1471960878-2005-8633/IMG_20160807_164828.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
44,http://mapunitygroups.com//uploads/tmp/1471961180-2005-3890/IMG_20160807_170609.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
45,http://mapunitygroups.com//uploads/tmp/1471962979-2005-7086/IMG_20160807_175947.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
46,http://mapunitygroups.com//uploads/tmp/1471963176-2005-2354/Untitled.png,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
47,http://mapunitygroups.com//uploads/tmp/1471963298-2005-8520/Untitled1.png,"Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
48,http://mapunitygroups.com//uploads/tmp/1471963489-2005-2632/IMG_20160809_074633399.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
49,http://mapunitygroups.com//uploads/tmp/1475942492-8252-8410/BLANK.jpeg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly",Garbage and Unsanitary Practices,BBMP
50,http://mapunitygroups.com//uploads/tmp/1475942562-8252-4420/BLANK.jpeg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
51,http://mapunitygroups.com//uploads/tmp/1475942591-8252-7569/BLANK.jpeg,It's a lorry transfer point,Garbage and Unsanitary Practices,BBMP
52,http://mapunitygroups.com//uploads/tmp/1475942615-8252-7989/BLANK.jpeg,It's a lorry transfer point,Garbage and Unsanitary Practices,BBMP
53,http://mapunitygroups.com//uploads/tmp/1472703301-7372-2422/1472703188606.jpg,"BBMP/ sweepers dump waste here, Bin present, people still dump outside, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
54,http://mapunitygroups.com//uploads/tmp/1472703761-7372-6943/1472703704097.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Bin present, people still dump outside, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
55,http://mapunitygroups.com//uploads/tmp/1472727619-7372-2495/1472727541027.jpg,Never gets cleared,Garbage and Unsanitary Practices,BBMP
56,http://mapunitygroups.com//uploads/tmp/1472729863-7372-2676/1472729821970.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
57,http://mapunitygroups.com//uploads/tmp/1472744137-7372-3314/1472744083383.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
58,http://mapunitygroups.com//uploads/tmp/1472788469-7372-4981/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
59,http://mapunitygroups.com//uploads/tmp/1472793763-7372-0317/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
60,http://mapunitygroups.com//uploads/tmp/1472793952-7372-7867/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
61,http://mapunitygroups.com//uploads/tmp/1472794374-7372-0408/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
62,http://mapunitygroups.com//uploads/tmp/1472794376-7372-7994/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
63,http://mapunitygroups.com//uploads/tmp/1472794679-7372-1533/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
64,http://mapunitygroups.com//uploads/tmp/1472794808-7372-2835/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
65,http://mapunitygroups.com//uploads/tmp/1472794952-7372-4575/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
66,http://mapunitygroups.com//uploads/tmp/1472795084-7372-8925/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
67,http://mapunitygroups.com//uploads/tmp/1473146565-3718-5777/IMG_20160906_073727834.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
68,http://mapunitygroups.com//uploads/tmp/1472795178-7372-3811/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
69,http://mapunitygroups.com//uploads/tmp/1472795401-7372-2954/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
70,http://mapunitygroups.com//uploads/tmp/1472795496-7372-9358/Image_of_the_blackspot__.jpg,Gets Cleared Daily But Comes Back,Garbage and Unsanitary Practices,BBMP
71,http://mapunitygroups.com//uploads/tmp/1472820773-7372-7513/mapunity_1472820768999,"BBMP/ sweepers dump waste here, This is mainly leaf litter",Garbage and Unsanitary Practices,BBMP
72,http://mapunitygroups.com//uploads/tmp/1472979418-7372-4709/1472979276357.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Garbage is burnt here regularly, This is a ward boundary area, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
73,http://mapunitygroups.com//uploads/tmp/1472979673-7372-0612/1472979524312.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly",Garbage and Unsanitary Practices,BBMP
74,http://mapunitygroups.com//uploads/tmp/1472979852-7372-1666/1472979738601.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
75,http://mapunitygroups.com//uploads/tmp/1472980038-7372-7895/1472979918730.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
76,http://mapunitygroups.com//uploads/tmp/1475911277-25182-6691/Image1.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
77,http://mapunitygroups.com//uploads/tmp/1475912351-8252-4295/Image2.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
78,http://mapunitygroups.com//uploads/tmp/1473137292-3718-8296/1473137175241.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
79,http://mapunitygroups.com//uploads/tmp/1473137452-3718-5491/1473137354723.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
80,http://mapunitygroups.com//uploads/tmp/1473137580-3718-8669/1473137500039.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
81,http://mapunitygroups.com//uploads/tmp/1473137817-3718-5701/1473137666878.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, Bin present, people still dump outside, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
82,http://mapunitygroups.com//uploads/tmp/1473137971-3718-8534/1473137921204.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
83,http://mapunitygroups.com//uploads/tmp/1473138110-3718-9537/1473138043465.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
84,http://mapunitygroups.com//uploads/tmp/1473138204-3718-7947/1473138149969.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
85,http://mapunitygroups.com//uploads/tmp/1473138323-3718-0390/1473138260313.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
86,http://mapunitygroups.com//uploads/tmp/1473138455-526-2246/1473138400345.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
87,http://mapunitygroups.com//uploads/tmp/1473138568-3718-7623/1473138515009.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
88,http://mapunitygroups.com//uploads/tmp/1473138674-3718-4989/1473138608889.jpg,"Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
89,http://mapunitygroups.com//uploads/tmp/1473138778-3718-8135/1473138720217.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
90,http://mapunitygroups.com//uploads/tmp/1473140035-3718-3245/1473139967395.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
91,http://mapunitygroups.com//uploads/tmp/1473140157-3718-7272/1473140101426.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
92,http://mapunitygroups.com//uploads/tmp/1473140268-3718-1249/1473140217651.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
93,http://mapunitygroups.com//uploads/tmp/1473140521-2651-5408/1473140454089.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
94,http://mapunitygroups.com//uploads/tmp/1473140614-3718-8513/1473140554332.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
95,http://mapunitygroups.com//uploads/tmp/1473140735-3718-9727/1473140667350.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
96,http://mapunitygroups.com//uploads/tmp/1473140846-3718-9709/1473140782783.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
97,http://mapunitygroups.com//uploads/tmp/1473146443-3718-1439/IMG_20160906_074603455.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
98,http://mapunitygroups.com//uploads/tmp/1473141146-3718-0509/1473141070426.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
99,http://mapunitygroups.com//uploads/tmp/1473141274-3718-4670/1473141213294.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
100,http://mapunitygroups.com//uploads/tmp/1473141816-3718-8532/1473141768990.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
101,http://mapunitygroups.com//uploads/tmp/1473141920-3718-5933/1473141876136.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
102,http://mapunitygroups.com//uploads/tmp/1473142008-3718-1966/1473141972491.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
103,http://mapunitygroups.com//uploads/tmp/1473142107-3718-1861/1473142072308.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
104,http://mapunitygroups.com//uploads/tmp/1473142178-3718-4782/1473142146382.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
105,http://mapunitygroups.com//uploads/tmp/1473142267-3718-7934/1473142232643.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
106,http://mapunitygroups.com//uploads/tmp/1473142363-3718-0384/1473142333610.jpg,This is mainly leaf litter,Garbage and Unsanitary Practices,BBMP
107,http://mapunitygroups.com//uploads/tmp/1473142444-3718-1272/1473142404647.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
108,http://mapunitygroups.com//uploads/tmp/1473142513-3718-6273/1473142479812.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
109,http://mapunitygroups.com//uploads/tmp/1473148635-3718-1781/1473148578507.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
110,http://mapunitygroups.com//uploads/tmp/1473148771-3718-6576/1473148686217.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
111,http://mapunitygroups.com//uploads/tmp/1473148842-3718-8163/1473148801178.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
112,http://mapunitygroups.com//uploads/tmp/1473148940-10644-1075/1473148896769.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
113,http://mapunitygroups.com//uploads/tmp/1473149043-3718-0808/1473148995639.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
114,http://mapunitygroups.com//uploads/tmp/1473149137-3718-2996/1473149088553.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
115,http://mapunitygroups.com//uploads/tmp/1473149226-10644-2241/1473149174310.jpg,"Gets cleared but comes back, This is a ward boundary area, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
116,http://mapunitygroups.com//uploads/tmp/1473228472-3718-2594/1473228376664.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly",Garbage and Unsanitary Practices,BBMP
117,http://mapunitygroups.com//uploads/tmp/1473228586-3718-7191/1473228514034.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
118,http://mapunitygroups.com//uploads/tmp/1473228703-3718-5467/1473228631583.jpg,"Gets cleared but comes back, This is mainly leaf litter",Garbage and Unsanitary Practices,BBMP
119,http://mapunitygroups.com//uploads/tmp/1473228816-3718-3434/1473228732519.jpg,BBMP/ sweepers dump waste here,Garbage and Unsanitary Practices,BBMP
120,http://mapunitygroups.com//uploads/tmp/1473228906-3718-5651/1473228844238.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
121,http://mapunitygroups.com//uploads/tmp/1473229049-3718-9257/1473228947313.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
122,http://mapunitygroups.com//uploads/tmp/1473229492-3718-9775/1473229435154.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
123,http://mapunitygroups.com//uploads/tmp/1473229555-3718-0873/1473229509207.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
124,http://mapunitygroups.com//uploads/tmp/1473229617-3718-3994/1473229573903.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
125,http://mapunitygroups.com//uploads/tmp/1473229717-3718-4126/1473229661495.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
126,http://mapunitygroups.com//uploads/tmp/1473229939-3718-8141/1473229877365.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
127,http://mapunitygroups.com//uploads/tmp/1473230051-3718-2766/1473230000352.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
128,http://mapunitygroups.com//uploads/tmp/1473231324-3718-3096/1473231243416.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
129,http://mapunitygroups.com//uploads/tmp/1473231380-3718-0289/1473231338292.jpg,Never gets cleared,Garbage and Unsanitary Practices,BBMP
130,http://mapunitygroups.com//uploads/tmp/1473231497-3718-3786/1473231451610.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
131,http://mapunitygroups.com//uploads/tmp/1473231571-3718-9784/1473231523074.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
132,http://mapunitygroups.com//uploads/tmp/1473231636-3718-3419/1473231591347.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
133,http://mapunitygroups.com//uploads/tmp/1473231960-3718-8841/1473231915569.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
134,http://mapunitygroups.com//uploads/tmp/1473232099-3718-1336/1473232041354.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
135,http://mapunitygroups.com//uploads/tmp/1473232170-3718-9337/1473232116897.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
136,http://mapunitygroups.com//uploads/tmp/1473232272-3718-5030/1473232209451.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
137,http://mapunitygroups.com//uploads/tmp/1473232375-3718-5464/1473232311839.jpg,"It's a lorry transfer point, BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
138,http://mapunitygroups.com//uploads/tmp/1473232484-3718-9943/1473232410021.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
139,http://mapunitygroups.com//uploads/tmp/1473232618-3718-0270/1473232564195.jpg,"Gets cleared but comes back, Garbage is burnt here regularly",Garbage and Unsanitary Practices,BBMP
140,http://mapunitygroups.com//uploads/tmp/1473232848-3718-7833/1473232786054.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
141,http://mapunitygroups.com//uploads/tmp/1473233812-3718-1753/1473233731474.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, Garbage is burnt here regularly, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
142,http://mapunitygroups.com//uploads/tmp/1473233910-3718-2506/1473233850860.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
143,http://mapunitygroups.com//uploads/tmp/1473234011-629-0400/1473233971685.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
144,http://mapunitygroups.com//uploads/tmp/1473234116-3718-5810/1473234065328.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
145,http://mapunitygroups.com//uploads/tmp/1473234242-3718-7567/1473234179387.jpg,This is mainly leaf litter,Garbage and Unsanitary Practices,BBMP
146,http://mapunitygroups.com//uploads/tmp/1473234333-3718-2618/1473234280557.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
147,http://mapunitygroups.com//uploads/tmp/1473234451-3718-1574/1473234408225.jpg,"Gets cleared but comes back, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
148,http://mapunitygroups.com//uploads/tmp/1473234530-3718-0888/1473234484325.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
149,http://mapunitygroups.com//uploads/tmp/1473234665-3718-1239/1473234592522.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
150,http://mapunitygroups.com//uploads/tmp/1473234805-3718-9991/1473234762103.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
151,http://mapunitygroups.com//uploads/tmp/1473234871-3718-7496/1473234820513.jpg,"Gets cleared but comes back, BBMP auto/pushcart is parked here",Garbage and Unsanitary Practices,BBMP
152,http://mapunitygroups.com//uploads/tmp/1473234955-3718-7805/1473234910999.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
153,http://mapunitygroups.com//uploads/tmp/1473235057-3718-4926/1473234986387.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
154,http://mapunitygroups.com//uploads/tmp/1473314398-20182-7549/1473314318004.jpg,"Gets cleared but comes back, This is mainly leaf litter",Garbage and Unsanitary Practices,BBMP
155,http://mapunitygroups.com//uploads/tmp/1475769705-8012-2289/28678905-a2bf-44aa-8132-d760fb8f697c.jpg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
156,http://mapunitygroups.com//uploads/tmp/1475916212-29591-5048/BLANK.jpeg,Gets cleared but comes back,Garbage and Unsanitary Practices,BBMP
157,http://mapunitygroups.com//uploads/tmp/1475916262-8252-5214/BLANK.jpeg,"Gets cleared but comes back, Bin present, people still dump outside",Garbage and Unsanitary Practices,BBMP
158,http://mapunitygroups.com//uploads/tmp/1473312726-2556-6525/1473312636063.jpg,Garbage is burnt here regularly,Garbage and Unsanitary Practices,BBMP
159,http://mapunitygroups.com//uploads/tmp/1473312850-20182-2295/1473312799331.jpg,"BBMP/ sweepers dump waste here, Gets cleared but comes back",Garbage and Unsanitary Practices,BBMP
160,http://mapunitygroups.com//uploads/tmp/1473313003-20182-8100/1473312948675.jpg,"BBMP/ sweepers dump waste here, Garbage is burnt here regularly, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
161,http://mapunitygroups.com//uploads/tmp/1473318162-6894-8281/1473317994286.jpg,"Garbage is burnt here regularly, This is a ward boundary area",Garbage and Unsanitary Practices,BBMP
